#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T14:45+0000 #
#####################################################################
#
# seed = 209.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 3.00 3.00 0.00 3.00 0.00 NaN NaN NaN NaN NaN
0.6577533295916165 2 12.010065589307525 11.486484553125862 1.0 0.16733984982193714 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.102 0.00 0.102 0.00 5.40 2.70 14.6 2.70 3.82 0.102 0.102 0.00 0.102 0.00
1.6577533295916165 2 12.010065589307525 11.486484553125862 1.0 0.16733984982193714 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.122 0.112 0.000205 0.112 0.0143 83.8 45.7 2.91e+03 45.7 53.9 0.122 0.0916 0.00186 0.0916 0.0431
2.6577533295916167 2 12.010065589307525 11.486484553125862 1.0 0.16733984982193714 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.122 0.112 0.000205 0.112 0.0143 75.4 41.5 2.30e+03 41.5 48.0 0.122 0.0916 0.00186 0.0916 0.0431
3.6577533295916167 5 13.45953519633228 13.058583785077454 3.0 0.07275199793973905 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 1.13 0.358 0.195 0.122 0.441 75.4 16.6 1.09e+03 0.00 33.0 1.13 0.350 0.200 0.122 0.448
4.657753329591617 5 13.45953519633228 13.058583785077454 3.0 0.07275199793973905 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 1.13 0.358 0.195 0.122 0.441 62.7 14.4 746 0.00 27.3 1.13 0.554 0.166 0.401 0.407
5.657753329591617 5 13.45953519633228 13.058583785077454 3.0 0.07275199793973905 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 1.13 0.358 0.195 0.122 0.441 1.72e+03 492 5.11e+05 154 715 1.13 0.554 0.166 0.401 0.407
6.657753329591617 5 13.45953519633228 13.058583785077454 3.0 0.07275199793973905 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 1.13 0.358 0.195 0.122 0.441 1.72e+03 492 5.11e+05 154 715 1.13 0.554 0.166 0.401 0.407
7.657753329591617 8 11.813585205301765 15.536031755224437 5.0 0.057561453489533364 3.0 4.0 2.3 1.4 2.0 1.2 3.00 0.875 1.84 0.00 1.36 20.5 4.43 61.5 0.301 7.85 1.72e+03 307 3.57e+05 33.0 597 20.5 4.56 60.4 0.601 7.77
8.657753329591618 8 11.813585205301765 15.536031755224437 5.0 0.057561453489533364 3.0 4.0 2.3 1.4 2.0 1.2 3.00 0.875 1.84 0.00 1.36 20.5 4.43 61.5 0.301 7.85 1.72e+03 307 3.57e+05 33.0 597 33.7 8.63 161 0.601 12.7
9.657753329591618 8 11.813585205301765 15.536031755224437 5.0 0.057561453489533364 3.0 4.0 2.3 1.4 2.0 1.2 3.00 0.875 1.84 0.00 1.36 20.5 4.43 61.5 0.301 7.85 1.72e+03 331 3.48e+05 82.4 590 33.7 11.7 143 10.8 11.9
10.657753329591618 8 11.813585205301765 15.536031755224437 5.0 0.057561453489533364 3.0 4.0 2.3 1.4 2.0 1.2 3.00 0.875 1.84 0.00 1.36 20.5 4.43 61.5 0.301 7.85 3.21e+06 6.48e+05 1.53e+12 2.24e+03 1.24e+06 33.7 11.7 143 10.8 11.9
11.657753329591618 8 11.813585205301765 15.536031755224437 5.0 0.057561453489533364 3.0 4.0 2.3 1.4 2.0 1.2 3.00 0.875 1.84 0.00 1.36 20.5 4.43 61.5 0.301 7.85 3.21e+06 6.48e+05 1.53e+12 2.24e+03 1.24e+06 33.7 11.7 143 10.8 11.9
12.657753329591618 8 11.813585205301765 15.536031755224437 5.0 0.057561453489533364 3.0 4.0 2.3 1.4 2.0 1.2 3.00 0.875 1.84 0.00 1.36 20.5 4.43 61.5 0.301 7.85 3.21e+06 6.48e+05 1.53e+12 2.24e+03 1.24e+06 33.7 11.7 143 10.8 11.9
13.657753329591618 11 12.376390109709568 17.332453964622186 7.0 0.05934750752048575 4.0 6.0 3.1 2.7 3.0 1.6 3.00 0.909 1.89 0.00 1.38 134 16.0 1.58e+03 1.13 39.8 3.21e+06 4.71e+05 1.16e+12 46.8 1.08e+06 134 21.3 1.52e+03 8.74 38.9
14.657753329591618 11 12.376390109709568 17.332453964622186 7.0 0.05934750752048575 4.0 6.0 3.1 2.7 3.0 1.6 3.00 0.909 1.89 0.00 1.38 134 16.0 1.58e+03 1.13 39.8 3.21e+06 4.71e+05 1.16e+12 46.8 1.08e+06 140 32.2 2.80e+03 8.74 52.9
15.657753329591618 11 12.376390109709568 17.332453964622186 7.0 0.05934750752048575 4.0 6.0 3.1 2.7 3.0 1.6 3.00 0.909 1.89 0.00 1.38 134 16.0 1.58e+03 1.13 39.8 3.21e+06 4.71e+05 1.16e+12 46.8 1.08e+06 154 43.1 4.15e+03 8.74 64.4
16.657753329591618 11 12.376390109709568 17.332453964622186 7.0 0.05934750752048575 4.0 6.0 3.1 2.7 3.0 1.6 3.00 0.909 1.89 0.00 1.38 134 16.0 1.58e+03 1.13 39.8 3.21e+06 4.71e+05 1.16e+12 46.8 1.08e+06 154 51.5 4.01e+03 13.0 63.4
17.657753329591618 11 12.376390109709568 17.332453964622186 7.0 0.05934750752048575 4.0 6.0 3.1 2.7 3.0 1.6 3.00 0.909 1.89 0.00 1.38 134 16.0 1.58e+03 1.13 39.8 8.10e+10 7.36e+09 5.96e+20 81.4 2.44e+10 154 51.5 4.01e+03 13.0 63.4
18.657753329591618 11 12.376390109709568 17.332453964622186 7.0 0.05934750752048575 4.0 6.0 3.1 2.7 3.0 1.6 3.00 0.909 1.89 0.00 1.38 134 16.0 1.58e+03 1.13 39.8 8.10e+10 7.36e+09 5.96e+20 81.4 2.44e+10 154 51.5 4.01e+03 13.0 63.4
19.657753329591618 11 12.376390109709568 17.332453964622186 7.0 0.05934750752048575 4.0 6.0 3.1 2.7 3.0 1.6 3.00 0.909 1.89 0.00 1.38 134 16.0 1.58e+03 1.13 39.8 8.10e+10 7.36e+09 5.96e+20 81.4 2.44e+10 154 51.5 4.01e+03 13.0 63.4
20.657753329591618 11 12.376390109709568 17.332453964622186 7.0 0.05934750752048575 4.0 6.0 3.1 2.7 3.0 1.6 3.00 0.909 1.89 0.00 1.38 134 16.0 1.58e+03 1.13 39.8 8.10e+10 7.36e+09 5.96e+20 81.4 2.44e+10 154 51.5 4.01e+03 13.0 63.4
21.657753329591618 14 12.743677272998067 20.326937215139953 9.0 0.060058915054450324 5.0 6.0 3.3 1.8 3.0 1.3 3.00 0.929 1.92 0.00 1.38 407 70.0 1.50e+04 3.06 123 8.10e+10 5.78e+09 4.68e+20 32.9 2.16e+10 407 97.9 1.39e+04 59.1 118
22.657753329591618 14 12.743677272998067 20.326937215139953 9.0 0.060058915054450324 5.0 6.0 3.3 1.8 3.0 1.3 3.00 0.929 1.92 0.00 1.38 407 70.0 1.50e+04 3.06 123 8.10e+10 5.78e+09 4.68e+20 32.9 2.16e+10 804 146 4.97e+04 59.1 223
23.657753329591618 14 12.743677272998067 20.326937215139953 9.0 0.060058915054450324 5.0 6.0 3.3 1.8 3.0 1.3 3.00 0.929 1.92 0.00 1.38 407 70.0 1.50e+04 3.06 123 8.10e+10 5.78e+09 4.68e+20 32.9 2.16e+10 810 194 8.12e+04 59.1 285
24.657753329591618 14 12.743677272998067 20.326937215139953 9.0 0.060058915054450324 5.0 6.0 3.3 1.8 3.0 1.3 3.00 0.929 1.92 0.00 1.38 407 70.0 1.50e+04 3.06 123 8.10e+10 5.78e+09 4.68e+20 32.9 2.16e+10 823 241 1.09e+05 59.1 330
25.657753329591618 14 12.743677272998067 20.326937215139953 9.0 0.060058915054450324 5.0 6.0 3.3 1.8 3.0 1.3 3.00 0.929 1.92 0.00 1.38 407 70.0 1.50e+04 3.06 123 8.10e+10 5.78e+09 4.68e+20 45.1 2.16e+10 823 278 1.05e+05 195 324
26.657753329591618 14 12.743677272998067 20.326937215139953 9.0 0.060058915054450324 5.0 6.0 3.3 1.8 3.0 1.3 3.00 0.929 1.92 0.00 1.38 407 70.0 1.50e+04 3.06 123 4.55e+44 3.25e+43 1.48e+88 45.1 1.22e+44 823 278 1.05e+05 195 324
27.657753329591618 14 12.743677272998067 20.326937215139953 9.0 0.060058915054450324 5.0 6.0 3.3 1.8 3.0 1.3 3.00 0.929 1.92 0.00 1.38 407 70.0 1.50e+04 3.06 123 4.55e+44 3.25e+43 1.48e+88 45.1 1.22e+44 823 278 1.05e+05 195 324
28.657753329591618 14 12.743677272998067 20.326937215139953 9.0 0.060058915054450324 5.0 6.0 3.3 1.8 3.0 1.3 3.00 0.929 1.92 0.00 1.38 407 70.0 1.50e+04 3.06 123 4.55e+44 3.25e+43 1.48e+88 45.1 1.22e+44 823 278 1.05e+05 195 324
29.657753329591618 14 12.743677272998067 20.326937215139953 9.0 0.060058915054450324 5.0 6.0 3.3 1.8 3.0 1.3 3.00 0.929 1.92 0.00 1.38 407 70.0 1.50e+04 3.06 123 4.55e+44 3.25e+43 1.48e+88 45.1 1.22e+44 823 278 1.05e+05 195 324
30.657753329591618 14 12.743677272998067 20.326937215139953 9.0 0.060058915054450324 5.0 6.0 3.3 1.8 3.0 1.3 3.00 0.929 1.92 0.00 1.38 407 70.0 1.50e+04 3.06 123 4.55e+44 3.25e+43 1.48e+88 45.1 1.22e+44 823 278 1.05e+05 195 324
31.657753329591618 17 12.213772415895763 23.087086293263468 11.0 0.061368231520655646 6.0 6.0 3.2 2.4 3.0 1.6 3.00 0.941 1.93 0.00 1.39 460 132 3.19e+04 13.0 178 4.55e+44 2.68e+43 1.22e+88 14.2 1.10e+44 823 304 8.89e+04 218 298
32.657753329591614 17 12.213772415895763 23.087086293263468 11.0 0.061368231520655646 6.0 6.0 3.2 2.4 3.0 1.6 3.00 0.941 1.93 0.00 1.39 460 132 3.19e+04 13.0 178 4.55e+44 2.68e+43 1.22e+88 14.2 1.10e+44 1.27e+03 355 1.44e+05 218 380
33.657753329591614 17 12.213772415895763 23.087086293263468 11.0 0.061368231520655646 6.0 6.0 3.2 2.4 3.0 1.6 3.00 0.941 1.93 0.00 1.39 460 132 3.19e+04 13.0 178 4.55e+44 2.68e+43 1.22e+88 14.2 1.10e+44 1.67e+03 406 2.37e+05 218 487
34.657753329591614 17 12.213772415895763 23.087086293263468 11.0 0.061368231520655646 6.0 6.0 3.2 2.4 3.0 1.6 3.00 0.941 1.93 0.00 1.39 460 132 3.19e+04 13.0 178 4.55e+44 2.68e+43 1.22e+88 14.2 1.10e+44 1.68e+03 456 3.24e+05 218 570
35.657753329591614 17 12.213772415895763 23.087086293263468 11.0 0.061368231520655646 6.0 6.0 3.2 2.4 3.0 1.6 3.00 0.941 1.93 0.00 1.39 460 132 3.19e+04 13.0 178 4.55e+44 2.68e+43 1.22e+88 14.2 1.10e+44 1.69e+03 507 4.08e+05 218 639
36.657753329591614 17 12.213772415895763 23.087086293263468 11.0 0.061368231520655646 6.0 6.0 3.2 2.4 3.0 1.6 3.00 0.941 1.93 0.00 1.39 460 132 3.19e+04 13.0 178 4.55e+44 2.68e+43 1.22e+88 15.5 1.10e+44 1.69e+03 546 4.09e+05 370 639
