#####################################################################
# Alchemist log file - simulation started at: 2025-03-07T10:41+0000 #
#####################################################################
#
# seed = 28.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.658037112707075 2 9.830402778941878 12.494240722666792 1.0 1.181987563260919 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.658037112707075 3 10.194718505840372 10.024826169878898 2.0 0.23995534491072676 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.119 0.0405 0.00460 0.00134 0.0678 0.00 0.00 0.00 0.00 0.00 0.120 0.120 5.94e-07 0.120 0.000771 262 175 2.29e+04 262 151
2.658037112707075 6 9.446361780945681 9.763840783575573 3.0 0.046342737079871105 4.0 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 2.46 0.431 0.994 0.00134 0.997 133 65.9 5.79e+03 65.5 76.1 2.46 0.470 0.957 0.119 0.978 262 131 1.37e+04 132 117
3.658037112707075 9 9.371986698475347 11.511631496618715 4.0 0.027107213972947457 5.0 3.0 1.8 0.69 2.0 0.83 3.00 0.556 1.03 0.00 1.01 29.6 3.57 95.7 0.00134 9.78 177 43.9 4.43e+03 0.00437 66.6 29.6 4.13 92.5 0.0173 9.62 262 77.9 1.04e+04 0.00874 102
4.658037112707075 12 9.87283426873224 13.761701182667565 6.0 0.025230544636740047 6.0 4.0 1.8 1.1 1.5 1.0 3.00 0.667 0.970 0.00 0.985 162 16.2 2.18e+03 0.0291 46.6 65.5 17.9 924 0.00753 30.4 162 19.1 2.16e+03 0.226 46.5 262 54.6 8.43e+03 0.0113 91.8
5.009127033587173 15 10.6938353596752 15.9515089310434 8.0 0.030008219551083234 6.0 4.0 2.1 1.4 2.0 1.2 3.00 0.733 1.21 0.00 1.10 162 17.3 1.73e+03 0.119 41.6 49.1 14.0 519 0.0439 22.8 191 32.4 3.63e+03 2.60 60.2 262 50.2 7.35e+03 0.0797 85.7
6.009127033587173 17 10.820230806811693 16.92168063060766 11.0 0.03400931549122767 7.0 5.0 2.4 1.9 2.0 1.4 3.00 1.00 1.38 1.00 1.17 162 26.6 2.74e+03 0.411 52.3 49.1 14.4 318 3.41 17.8 214 67.7 8.39e+03 22.1 91.6 262 55.9 6.55e+03 6.60 80.9
7.003115962230894 18 11.05030805500239 17.848882027598176 11.0 0.03124122715040812 7.0 5.0 2.3 2.0 2.0 1.4 4.00 0.889 1.87 0.00 1.37 211 33.4 4.10e+03 1.28 64.0 49.1 9.00 248 0.0124 15.8 291 80.3 1.20e+04 17.2 110 262 43.8 6.45e+03 0.0208 80.3
8.003115962230893 22 11.075453980860827 19.559254978347436 13.0 0.03161138612972281 8.0 5.0 2.8 1.9 3.0 1.4 4.00 0.864 1.74 0.00 1.32 211 45.3 5.51e+03 2.32 74.2 49.1 12.7 238 4.92 15.4 502 125 2.81e+04 20.5 168 262 44.2 5.32e+03 5.16 72.9
9.003115962230893 24 11.198744952186125 20.735554974509537 13.0 0.034485148505152156 8.0 5.0 2.8 2.0 3.0 1.4 4.00 0.958 1.61 0.500 1.27 348 61.7 9.35e+03 7.33 96.7 49.1 7.63 164 0.434 12.8 614 172 4.87e+04 31.0 221 262 36.8 5.09e+03 0.651 71.3
10.003115962230893 27 11.245237218624922 22.598386345107816 14.0 0.03509903713348439 9.0 6.0 3.0 2.3 3.0 1.5 4.00 0.963 1.42 1.00 1.19 348 69.9 9.28e+03 18.8 96.3 49.1 8.99 217 0.653 14.7 720 251 7.16e+04 195 268 262 36.2 4.65e+03 1.31 68.2
