#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T15:51+0000 #
#####################################################################
#
# seed = 69.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.4606055835355407 2 10.076784378006753 12.49882055364008 1.0 2.605925911481687 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.4606055835355407 3 10.805058987839756 10.179455563814232 2.0 0.14026663344816412 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.120 0.0409 0.00469 0.00134 0.0685 0.00 0.00 0.00 0.00 0.00 0.121 0.121 5.94e-07 0.121 0.000771 262 175 2.29e+04 262 151
2.460605583535541 6 10.80095418075467 12.093525149011862 3.0 0.046839824908158266 3.0 4.0 2.0 1.2 2.0 1.1 2.00 0.667 1.07 0.00 1.03 2.98 0.517 1.45 0.00134 1.21 132 65.9 5.79e+03 65.5 76.1 2.98 0.557 1.41 0.121 1.19 262 131 1.37e+04 132 117
3.460605583535541 9 10.758783280260722 14.39205054663167 5.0 0.04020814830586552 5.0 4.0 2.2 0.94 2.0 0.97 4.00 0.667 1.75 0.00 1.32 27.5 3.44 82.4 0.120 9.08 177 43.9 4.43e+03 0.00341 66.6 27.5 4.11 79.1 0.190 8.89 262 77.9 1.04e+04 0.0137 102
4.460605583535541 12 10.647869711698123 15.755668812066084 7.0 0.03796095042696017 5.0 5.0 3.0 1.5 3.0 1.2 4.00 0.667 1.52 0.00 1.23 27.5 4.34 86.6 0.129 9.31 69.6 19.1 975 0.330 31.2 30.5 7.20 136 0.463 11.7 262 56.5 8.75e+03 0.494 93.5
5.460605583535541 15 11.170767678808913 17.28802585424443 9.0 0.03673631550547311 6.0 6.0 3.1 1.8 3.0 1.3 4.00 0.733 1.64 0.00 1.28 27.5 6.26 102 0.190 10.1 49.4 14.8 493 0.353 22.2 47.8 13.6 260 1.27 16.1 262 51.2 7.24e+03 0.661 85.1
6.460605583535541 19 12.405513871357245 18.80992424919653 11.0 0.03325637520537665 7.0 6.0 3.3 2.0 3.0 1.4 4.00 0.737 1.54 0.00 1.24 152 13.2 1.21e+03 0.726 34.8 52.1 10.2 297 0.500 17.2 152 22.4 1.48e+03 1.56 38.5 262 40.3 6.18e+03 0.668 78.6
7.460605583535541 23 12.39159016614844 19.638341146275838 12.0 0.036957862765942144 7.0 8.0 3.7 2.9 4.0 1.7 4.00 0.783 1.54 0.00 1.24 152 15.4 1.23e+03 1.56 35.0 51.9 9.49 263 0.606 16.2 201 34.1 3.10e+03 2.47 55.7 262 34.7 5.27e+03 1.06 72.6
8.460605583535541 25 12.645653216424915 20.873452062887733 14.0 0.033917464342740844 7.0 8.0 3.8 2.4 4.0 1.6 4.00 0.880 1.53 0.00 1.24 217 29.3 3.49e+03 1.92 59.1 52.2 8.48 219 0.894 14.8 245 59.8 7.44e+03 3.58 86.3 262 34.2 5.03e+03 1.53 70.9
9.460605583535541 28 12.363189739921063 22.047261911407283 15.0 0.037987560063869746 7.0 8.0 3.9 2.6 4.0 1.6 5.00 0.857 1.83 0.00 1.35 358 54.6 9.71e+03 2.72 98.5 52.3 7.76 169 1.01 13.0 452 109 1.99e+04 16.5 141 262 31.1 4.56e+03 1.55 67.5
10.460605583535541 29 12.559020284420631 22.542002039165315 15.0 0.039062888504931906 7.0 8.0 3.9 2.4 4.0 1.6 5.00 0.966 1.82 0.00 1.35 358 56.0 9.42e+03 2.98 97.0 52.0 6.43 150 0.871 12.3 921 164 5.27e+04 17.7 230 262 30.2 4.50e+03 1.74 67.1
11.460605583535541 31 12.066894640974956 22.79714949771515 17.0 0.04175688081561686 7.0 8.0 4.0 2.6 4.0 1.6 5.00 0.903 1.69 0.00 1.30 358 56.2 8.87e+03 3.58 94.2 52.1 6.82 156 0.761 12.5 974 214 9.46e+04 23.7 308 262 28.7 4.17e+03 1.41 64.6
12.460605583535541 33 12.26527375793055 23.366817140588296 16.0 0.04255961705153755 8.0 8.0 4.1 2.3 4.0 1.5 5.00 0.909 1.71 0.00 1.31 358 62.2 1.01e+04 15.3 101 52.1 6.20 129 0.426 11.4 1.47e+03 263 1.50e+05 23.7 387 262 27.5 3.91e+03 1.11 62.6
13.460605583535541 35 12.34184124165875 23.845844524626443 18.0 0.045138987781933766 8.0 8.0 4.2 2.3 4.0 1.5 5.00 0.914 1.55 0.00 1.25 358 62.7 9.64e+03 16.2 98.2 52.3 6.07 131 0.178 11.4 1.91e+03 313 2.42e+05 26.1 491 262 25.8 3.70e+03 0.559 60.8
14.460605583535541 36 12.576832286934156 24.132572174665267 18.0 0.04642867314713187 8.0 8.0 4.3 2.3 4.0 1.5 5.00 0.972 1.74 0.00 1.32 358 61.9 9.38e+03 17.0 96.9 52.3 5.84 133 0.333 11.6 1.91e+03 344 2.95e+05 76.1 543 262 24.9 3.61e+03 0.477 60.1
15.460605583535541 37 12.352222774620445 24.36510208811327 19.0 0.047718358512329986 8.0 8.0 4.3 2.2 4.0 1.5 5.00 0.946 1.66 0.00 1.29 358 64.8 9.43e+03 17.7 97.1 52.4 5.74 124 0.986 11.1 1.74e+03 348 2.73e+05 95.1 522 262 24.5 3.49e+03 1.23 59.1
16.46060558353554 37 12.352222774620445 24.36510208811327 19.0 0.047718358512329986 8.0 8.0 4.3 2.2 4.0 1.5 5.00 1.00 1.78 1.00 1.33 358 64.8 9.43e+03 17.7 97.1 52.4 5.79 120 0.986 10.9 1.77e+03 374 2.87e+05 161 536 262 24.1 3.41e+03 1.22 58.4
17.46060558353554 37 12.352222774620445 24.36510208811327 19.0 0.047718358512329986 8.0 8.0 4.3 2.2 4.0 1.5 5.00 0.973 1.80 0.00 1.34 358 64.8 9.43e+03 17.7 97.1 52.4 5.86 111 1.27 10.6 2.25e+03 395 3.68e+05 117 607 262 24.2 3.33e+03 2.01 57.7
18.46060558353554 37 12.352222774620445 24.36510208811327 19.0 0.047718358512329986 8.0 8.0 4.3 2.2 4.0 1.5 5.00 0.973 1.80 0.00 1.34 358 64.8 9.43e+03 17.7 97.1 52.4 5.76 119 1.08 10.9 2.49e+03 418 4.39e+05 117 662 262 23.9 3.37e+03 1.59 58.1
19.46060558353554 38 11.996146573181532 24.242626761410452 20.0 0.04151533585103294 8.0 8.0 4.3 2.5 4.0 1.6 5.00 0.947 1.78 0.00 1.33 358 63.1 9.28e+03 17.0 96.3 52.4 5.68 109 0.950 10.4 2.36e+03 401 4.09e+05 106 639 262 23.3 3.19e+03 1.35 56.5
20.46060558353554 38 11.996146573181532 24.242626761410452 20.0 0.04151533585103294 8.0 8.0 4.3 2.5 4.0 1.6 5.00 0.974 1.81 0.00 1.35 358 63.1 9.28e+03 17.0 96.3 52.4 5.63 109 1.38 10.4 2.43e+03 404 4.21e+05 106 649 262 23.3 3.19e+03 1.56 56.5
21.46060558353554 38 11.996146573181532 24.242626761410452 20.0 0.04151533585103294 8.0 8.0 4.3 2.5 4.0 1.6 5.00 0.974 1.81 0.00 1.35 358 63.1 9.28e+03 17.0 96.3 52.4 5.67 109 1.79 10.4 2.40e+03 402 4.13e+05 106 643 262 23.3 3.19e+03 1.91 56.5
