#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T10:11+0000 #
#####################################################################
#
# seed = 263.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.47403074592983385 2 7.502827199243774 9.881138723028442 1.0 1.0 1.0 1.7 1.7 0.0 1.7 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00268 0.00268 0.00 0.00268 0.00 NaN NaN NaN NaN NaN 0.00268 0.00268 0.00 0.00268 0.00 274 274 0.00 274 0.00
1.4740307459298339 3 8.44956567231274 11.58349858046435 2.0 2.0 2.0 2.5 1.3 2.9 1.3 1.7 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00268 0.00221 6.53e-07 0.00268 0.000808 0.00 0.00 0.00 0.00 0.00 0.00396 0.00307 2.40e-06 0.00396 0.00155 274 183 2.51e+04 274 158
2.474030745929834 6 7.985144305208536 11.46611851382732 4.0 4.0 4.0 5.1 1.1 4.9 0.081 2.2 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 4.22 0.744 2.90 0.00268 1.70 424 140 3.99e+04 68.5 200 4.22 0.824 2.78 0.241 1.67 424 185 2.87e+04 206 170
3.474030745929834 9 9.050320010954742 12.114714310079938 5.0 5.0 5.0 7.6 1.0 7.0 0.067 2.6 4.0 2.2 1.2 2.0 1.1 3.00 0.556 1.03 0.00 1.01 14.4 2.09 23.2 0.00264 4.81 185 46.0 4.83e+03 0.489 69.5 14.4 3.06 22.6 0.00264 4.75 274 81.5 1.14e+04 0.977 107
4.474030745929834 12 8.951906488628122 13.848895114607375 6.0 6.0 6.0 10 1.0 9.1 0.074 3.0 4.0 2.2 1.4 2.0 1.2 4.00 0.750 1.48 0.00 1.22 35.8 4.63 114 0.0524 10.7 68.5 18.7 1.02e+03 0.00323 32.0 35.8 6.55 124 0.445 11.1 274 57.1 9.25e+03 0.0183 96.2
5.474030745929834 17 7.354696546330826 16.146037020889235 7.0 7.0 7.0 14 1.0 13 0.060 3.6 5.0 2.8 1.9 3.0 1.4 4.00 0.647 1.24 0.00 1.11 117 14.2 962 0.239 31.0 73.1 13.7 656 0.0322 25.6 117 19.4 1.01e+03 2.09 31.7 274 44.1 7.31e+03 0.0644 85.5
6.474030745929834 22 6.9829074172244585 18.38326844843327 7.0 7.0 7.0 19 1.0 16 0.072 4.0 7.0 3.2 3.7 3.5 1.9 4.00 0.727 1.45 0.00 1.20 321 32.6 5.18e+03 3.15 72.0 54.8 10.4 283 0.00758 16.8 321 48.7 5.53e+03 9.35 74.4 274 37.5 5.81e+03 0.0229 76.2
7.474030745929834 28 7.1461036309567785 20.4075841286766 8.0 8.0 8.0 24 1.0 20 0.083 4.5 7.0 3.5 3.3 3.0 1.8 4.00 0.750 1.45 0.00 1.21 397 59.8 1.15e+04 6.98 107 54.8 8.12 166 0.570 12.9 397 96.0 1.58e+04 32.2 126 274 31.5 4.69e+03 1.09 68.5
8.474030745929834 32 6.794199855821749 21.761538395722226 8.0 8.0 8.0 27 1.0 23 0.067 4.8 8.0 3.9 4.6 3.5 2.2 4.00 0.844 1.43 0.00 1.19 715 81.3 2.35e+04 10.4 153 54.8 6.88 139 2.15 11.8 719 169 4.60e+04 74.0 214 274 29.0 4.29e+03 2.26 65.5
