#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T10:11+0000 #
#####################################################################
#
# seed = 77.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.10007511726307694 2 11.491073137974531 7.993335878326723 1.0 1.0 1.0 0.17 0.17 0.0 0.17 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00268 0.00268 0.00 0.00268 0.00 NaN NaN NaN NaN NaN 0.00268 0.00268 0.00 0.00268 0.00 274 274 0.00 274 0.00
1.100075117263077 3 9.336917968444594 8.48419211854528 2.0 2.0 2.0 0.25 0.17 0.012 0.17 0.11 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00268 0.00180 2.34e-06 0.00268 0.00153 0.00 0.00 0.00 0.00 0.00 0.00271 0.00182 2.40e-06 0.00271 0.00155 274 183 2.51e+04 274 158
2.100075117263077 6 9.565723494367909 7.944197042526195 4.0 4.0 4.0 0.50 0.18 0.036 0.12 0.19 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.00268 0.00106 1.71e-06 0.000491 0.00131 1.26e+04 3.20e+03 3.97e+07 68.5 6.30e+03 0.00366 0.00139 3.25e-06 0.000491 0.00180 1.26e+04 2.22e+03 2.61e+07 206 5.11e+03
3.100075117263077 9 7.7212292462795125 8.724217248129392 5.0 5.0 5.0 0.75 0.18 0.061 0.067 0.25 3.0 1.8 0.69 2.0 0.83 3.00 0.556 1.03 0.00 1.01 5.46 0.632 3.28 0.000395 1.81 682 108 5.53e+04 2.73 235 5.46 0.658 3.25 0.000395 1.80 682 137 5.14e+04 5.47 227
4.100075117263077 11 7.770502869979544 9.667740895512598 5.0 5.0 5.0 0.92 0.18 0.077 0.058 0.28 4.0 2.5 1.7 2.0 1.3 3.00 0.727 1.02 0.00 1.01 5.46 0.566 2.66 0.000953 1.63 102 20.6 1.86e+03 0.0133 43.1 5.69 1.58 6.74 0.00135 2.60 274 53.0 9.67e+03 0.0266 98.3
5.100075117263077 13 8.929307113584256 10.831855185990806 6.0 6.0 6.0 1.1 0.19 0.093 0.055 0.30 5.0 2.6 2.3 2.0 1.5 4.00 0.846 1.47 0.00 1.21 18.7 1.91 27.5 0.00268 5.25 68.5 11.4 710 0.000355 26.6 18.7 2.82 28.9 0.00751 5.37 274 47.4 8.91e+03 0.000534 94.4
6.100075117263077 15 9.420698814922051 12.610530246542249 7.0 7.0 7.0 1.3 0.19 0.11 0.051 0.33 5.0 2.7 2.2 2.0 1.5 5.00 0.933 2.07 0.00 1.44 82.7 7.81 457 0.00751 21.4 75.4 14.7 872 0.000567 29.5 82.7 10.0 461 0.523 21.5 274 48.0 8.35e+03 0.00113 91.4
7.100075117263077 19 10.259815950165253 14.415420264704725 8.0 8.0 8.0 1.6 0.20 0.14 0.062 0.38 7.0 3.4 3.6 3.0 1.9 5.00 0.737 1.43 0.00 1.19 278 21.1 4.23e+03 0.227 65.0 106 12.2 749 0.0211 27.4 278 30.6 4.40e+03 4.93 66.4 274 36.2 6.11e+03 0.0424 78.1
8.100075117263078 24 10.952924263273765 15.969106948066738 9.0 9.0 9.0 2.0 0.20 0.18 0.065 0.43 8.0 4.0 4.7 3.5 2.2 5.00 0.750 1.24 0.500 1.11 354 32.1 8.07e+03 0.384 89.8 80.5 8.49 346 0.00590 18.6 361 54.9 1.24e+04 5.37 111 274 27.9 4.16e+03 0.0169 64.5
