#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T10:12+0000 #
#####################################################################
#
# seed = 497.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.923639685119003 2 10.548136130021657 7.5608307186739 1.0 1.0 1.0 0.37 0.37 0.0 0.37 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00268 0.00268 0.00 0.00268 0.00 NaN NaN NaN NaN NaN 0.00268 0.00268 0.00 0.00268 0.00 274 274 0.00 274 0.00
1.923639685119003 3 10.541295527985225 10.031248607236131 2.0 2.0 2.0 0.56 0.42 0.040 0.42 0.20 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00268 0.00179 2.37e-06 0.00268 0.00154 0.00 0.00 0.00 0.00 0.00 0.00269 0.00180 2.40e-06 0.00269 0.00155 274 183 2.51e+04 274 158
2.0301648071433007 5 11.978852288699745 9.310839189640186 4.0 4.0 4.0 0.93 0.39 0.16 0.29 0.40 2.0 1.6 0.30 2.0 0.55 1.00 0.200 0.200 0.00 0.447 0.235 0.0944 0.0164 0.00268 0.128 2.98e+04 1.50e+04 2.95e+08 1.50e+04 1.72e+04 0.235 0.0944 0.0164 0.00269 0.128 2.98e+04 1.20e+04 2.65e+08 274 1.63e+04
3.01807854213454 8 9.537454614829457 9.201531366584767 4.0 4.0 4.0 1.5 0.38 0.30 0.095 0.55 3.0 2.0 1.1 2.0 1.1 2.00 0.625 0.554 0.500 0.744 0.297 0.0962 0.0178 0.00135 0.133 185 52.5 5.26e+03 0.00482 72.5 0.532 0.200 0.0559 0.119 0.236 274 103 1.30e+04 91.4 114
4.01807854213454 10 10.776411517599739 11.256680537025114 5.0 5.0 5.0 1.9 0.38 0.39 0.082 0.63 4.0 2.2 1.3 2.5 1.1 3.00 0.900 1.21 0.500 1.10 0.957 0.259 0.132 0.119 0.363 91.4 25.4 1.49e+03 0.00386 38.6 1.39 0.543 0.328 0.416 0.573 274 77.7 1.20e+04 0.00627 109
5.01807854213454 13 11.05415483260575 12.607182128390244 6.0 6.0 6.0 2.4 0.38 0.53 0.072 0.73 4.0 2.2 1.3 2.0 1.1 3.00 0.692 1.23 0.00 1.11 16.7 1.92 22.2 0.107 4.71 102 15.7 971 0.00161 31.2 16.7 2.72 24.1 0.859 4.91 274 48.8 8.20e+03 0.00240 90.6
6.01807854213454 19 12.216626602408626 14.821780032070198 7.0 7.0 7.0 3.6 0.38 0.79 0.060 0.89 6.0 2.7 2.3 3.0 1.5 3.00 0.632 1.02 0.00 1.01 16.7 2.71 25.9 0.235 5.09 113 11.4 793 0.000595 28.2 17.6 4.50 37.2 1.19 6.10 274 35.1 6.01e+03 0.000916 77.5
7.01807854213454 23 11.46532125826379 15.818776930093486 7.0 7.0 7.0 4.3 0.38 0.97 0.060 0.98 7.0 3.3 3.6 3.0 1.9 3.00 0.783 1.18 0.00 1.09 59.5 5.84 172 0.297 13.1 55.9 6.81 241 0.0394 15.5 59.5 10.5 229 2.82 15.1 274 29.6 5.06e+03 0.0550 71.1
8.018078542134539 29 11.41877018834364 17.616486720475677 8.0 8.0 8.0 5.4 0.39 1.2 0.061 1.1 7.0 3.9 4.3 3.0 2.1 4.00 0.759 1.40 0.00 1.18 115 13.3 787 0.957 28.1 51.4 7.19 130 0.172 11.4 115 22.1 926 12.1 30.4 274 28.3 3.92e+03 0.344 62.6
