#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T10:11+0000 #
#####################################################################
#
# seed = 147.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.11419460889107014 2 8.014123691178195 11.518649164902904 1.0 1.0 1.0 0.17 0.17 0.0 0.17 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00268 0.00268 0.00 0.00268 0.00 NaN NaN NaN NaN NaN 0.00268 0.00268 0.00 0.00268 0.00 274 274 0.00 274 0.00
1.1141946088910701 3 9.835603784488404 9.815232677347028 2.0 2.0 2.0 0.25 0.15 0.018 0.15 0.13 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.0339 0.0131 0.000325 0.00268 0.0180 0.00 0.00 0.00 0.00 0.00 0.0366 0.0357 2.40e-06 0.0366 0.00155 274 183 2.51e+04 274 158
2.1141946088910704 6 9.647256507738168 9.633043481579282 4.0 4.0 4.0 0.50 0.15 0.039 0.063 0.20 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 1.41 0.242 0.329 0.00268 0.574 148 71.3 6.79e+03 68.5 82.4 1.41 0.253 0.323 0.0353 0.568 274 139 1.51e+04 143 123
3.1141946088910704 9 7.971895590964048 10.043901896170581 5.0 5.0 5.0 0.75 0.15 0.060 0.051 0.24 4.0 2.2 1.2 2.0 1.1 3.00 0.556 1.03 0.00 1.01 9.92 1.26 10.8 0.000241 3.28 197 47.5 5.36e+03 0.121 73.2 9.92 1.58 10.3 0.000241 3.21 274 82.8 1.17e+04 0.241 108
4.11419460889107 12 6.906536819014581 12.423389971166278 6.0 6.0 6.0 0.99 0.16 0.080 0.068 0.28 4.0 2.5 1.5 3.0 1.2 4.00 0.750 1.48 0.00 1.22 20.7 2.77 39.7 0.0183 6.30 68.5 18.7 1.02e+03 0.00321 32.0 20.7 3.84 43.9 0.595 6.63 274 57.1 9.25e+03 0.00688 96.2
5.11419460889107 16 7.038824777282059 14.394448126923091 6.0 6.0 6.0 1.3 0.17 0.11 0.055 0.33 6.0 3.1 2.1 3.0 1.5 4.00 0.688 1.30 0.00 1.14 77.5 8.42 392 0.365 19.8 73.1 13.6 625 0.00785 25.0 77.5 11.9 406 1.28 20.1 274 45.7 7.56e+03 0.0118 86.9
6.11419460889107 20 7.596840488817951 16.195540993850745 7.0 7.0 7.0 1.7 0.18 0.14 0.069 0.37 6.0 3.2 2.6 3.5 1.6 4.00 0.750 1.46 0.00 1.21 147 21.0 1.81e+03 0.595 42.5 54.8 11.5 326 0.763 18.0 147 31.0 1.93e+03 11.0 44.0 274 40.7 6.39e+03 1.14 79.9
7.11419460889107 24 7.618588419502287 17.9739636914618 7.0 7.0 7.0 2.0 0.18 0.16 0.065 0.41 7.0 3.7 3.3 4.0 1.8 4.00 0.792 1.39 0.00 1.18 428 45.6 9.94e+03 1.61 99.7 54.8 9.54 221 1.08 14.9 428 71.0 1.12e+04 17.8 106 274 36.1 5.53e+03 1.62 74.4
8.11419460889107 27 8.080149732269701 19.177537762108027 8.0 8.0 8.0 2.2 0.19 0.19 0.068 0.43 9.0 3.9 4.7 4.0 2.2 4.00 0.852 1.36 0.00 1.17 633 75.2 2.26e+04 3.32 150 54.8 8.40 194 0.691 13.9 633 139 3.51e+04 23.6 187 274 33.5 4.98e+03 0.937 70.6
9.11419460889107 30 8.444163830733526 20.47762630541882 9.0 9.0 9.0 2.5 0.19 0.21 0.071 0.46 10 4.3 5.9 4.0 2.4 4.00 0.900 1.47 0.00 1.21 647 111 4.01e+04 12.7 200 54.8 7.25 166 0.830 12.9 1.06e+03 238 8.81e+04 47.6 297 274 30.8 4.58e+03 1.03 67.7
10.11419460889107 33 8.920859952712002 21.88060480245447 9.0 9.0 9.0 2.7 0.19 0.23 0.074 0.48 10 4.5 5.9 4.0 2.4 4.00 0.879 1.36 0.00 1.17 647 141 4.74e+04 20.2 218 54.8 6.69 159 0.446 12.6 1.71e+03 354 2.00e+05 147 447 274 28.3 4.24e+03 0.592 65.1
11.11419460889107 35 8.71339957931916 22.31980991919224 9.0 9.0 9.0 2.9 0.19 0.24 0.078 0.49 10 4.5 6.1 4.0 2.5 4.00 0.914 1.61 0.00 1.27 647 147 4.53e+04 20.7 213 54.8 6.40 144 1.17 12.0 2.76e+03 488 4.31e+05 227 656 274 26.9 4.00e+03 1.91 63.3
12.11419460889107 36 8.920226785803164 22.47883846840988 9.0 9.0 9.0 3.0 0.19 0.25 0.080 0.50 10 4.7 6.8 4.5 2.6 4.00 0.944 1.60 0.00 1.26 647 147 4.40e+04 21.2 210 54.8 5.87 148 0.502 12.2 3.05e+03 599 7.11e+05 187 843 274 26.4 3.96e+03 1.13 62.9
13.11419460889107 37 9.189546094954373 22.902733774490677 9.0 9.0 9.0 3.1 0.20 0.26 0.083 0.51 10 4.6 6.6 4.0 2.6 4.00 0.973 1.58 1.00 1.26 647 146 4.28e+04 21.7 207 54.8 6.05 154 0.707 12.4 3.17e+03 713 9.46e+05 227 972 274 26.2 3.92e+03 1.37 62.6
14.11419460889107 38 9.370635704123417 23.348506784529587 9.0 9.0 9.0 3.2 0.20 0.27 0.085 0.52 10 4.7 6.3 4.5 2.5 4.00 0.947 1.51 1.00 1.23 647 148 4.17e+04 28.0 204 54.8 5.83 147 0.988 12.1 4.36e+03 801 1.33e+06 221 1.15e+03 274 25.6 3.80e+03 1.36 61.7
15.11419460889107 40 9.272367158596408 23.979016529923168 10 10 10 3.3 0.20 0.28 0.085 0.53 10 4.7 6.2 5.0 2.5 4.00 0.925 1.51 0.500 1.23 647 144 3.99e+04 42.3 200 54.8 5.62 136 1.13 11.6 5.18e+03 878 1.92e+06 172 1.39e+03 274 24.4 3.61e+03 1.63 60.1
16.11419460889107 41 9.160179848125496 24.11830123016897 10 10 10 3.4 0.20 0.29 0.080 0.54 10 4.8 6.1 5.0 2.5 4.00 0.951 1.55 1.00 1.24 647 146 3.91e+04 50.3 198 54.8 5.41 126 1.31 11.2 5.64e+03 916 2.31e+06 215 1.52e+03 274 23.8 3.49e+03 2.13 59.1
17.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.930 1.45 1.00 1.20 647 159 4.25e+04 61.0 206 54.8 5.21 118 1.20 10.9 5.64e+03 923 2.34e+06 232 1.53e+03 274 22.9 3.37e+03 1.52 58.0
18.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.45 1.00 1.20 647 159 4.25e+04 61.0 206 54.8 5.14 117 1.39 10.8 5.33e+03 942 2.22e+06 232 1.49e+03 274 22.9 3.36e+03 1.92 57.9
19.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.23 114 1.93 10.7 6.07e+03 979 2.47e+06 232 1.57e+03 274 22.9 3.34e+03 2.39 57.8
20.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.23 114 1.76 10.7 6.13e+03 1.03e+03 2.95e+06 232 1.72e+03 274 22.9 3.34e+03 2.64 57.8
21.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.22 115 1.73 10.7 6.45e+03 1.05e+03 3.15e+06 232 1.78e+03 274 23.0 3.35e+03 2.45 57.8
22.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.22 114 1.63 10.7 6.83e+03 1.07e+03 3.44e+06 232 1.85e+03 274 23.0 3.35e+03 2.23 57.9
23.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.22 114 1.58 10.7 7.44e+03 1.09e+03 3.71e+06 232 1.93e+03 274 23.0 3.36e+03 2.66 57.9
24.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.22 114 1.63 10.7 7.44e+03 1.11e+03 3.89e+06 232 1.97e+03 274 22.9 3.35e+03 2.53 57.9
25.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.22 114 1.63 10.7 6.83e+03 1.08e+03 3.53e+06 232 1.88e+03 274 22.9 3.35e+03 2.53 57.9
26.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.22 114 1.63 10.7 6.83e+03 1.08e+03 3.53e+06 232 1.88e+03 274 22.9 3.35e+03 2.53 57.9
27.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.22 114 1.63 10.7 6.83e+03 1.08e+03 3.53e+06 232 1.88e+03 274 22.9 3.35e+03 2.53 57.9
28.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.22 114 1.63 10.7 6.83e+03 1.08e+03 3.53e+06 232 1.88e+03 274 22.9 3.35e+03 2.53 57.9
29.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.22 114 1.63 10.7 6.83e+03 1.08e+03 3.53e+06 232 1.88e+03 274 22.9 3.35e+03 2.53 57.9
30.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.22 114 1.63 10.7 6.83e+03 1.08e+03 3.53e+06 232 1.88e+03 274 22.9 3.35e+03 2.53 57.9
31.11419460889107 43 9.007231007625704 24.481421436172752 10 10 10 3.6 0.20 0.30 0.075 0.55 10 5.2 6.6 5.0 2.6 4.00 0.977 1.59 1.00 1.26 647 159 4.25e+04 61.0 206 54.8 5.22 114 1.63 10.7 6.83e+03 1.08e+03 3.53e+06 232 1.88e+03 274 22.9 3.35e+03 2.53 57.9
