#####################################################################
# Alchemist log file - simulation started at: 2025-02-17T17:17+0000 #
#####################################################################
#
# maxResource = 460.9372325168757, maxSuccess = 674.5992859487196, resourceLowerBound = 5.650486813457297, seed = 0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.15071724896777527 2 10.838818788808283 12.355076015661108 1.0 1.0 1.0 0.25 0.25 0.0 0.25 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00251 0.00251 0.00 0.00251 0.00 NaN NaN NaN NaN NaN 0.00251 0.00251 0.00 0.00251 0.00 461 461 0.00 461 0.00
1.1507172489677753 3 12.042887435945753 10.810783570618538 2.0 2.0 2.0 0.38 0.24 0.040 0.24 0.20 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.169 0.0581 0.00928 0.00251 0.0963 0.00 0.00 0.00 0.00 0.00 0.172 0.171 2.11e-06 0.172 0.00145 461 307 7.08e+04 461 266
2.1507172489677755 6 11.631637971901426 11.642975278864434 4.0 4.0 4.0 0.76 0.23 0.092 0.10 0.30 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 4.09 0.711 2.75 0.00251 1.66 234 116 1.80e+04 115 134 4.09 0.767 2.66 0.171 1.63 461 231 4.25e+04 232 206
3.1507172489677755 9 10.607407799494988 13.243854984371177 5.0 5.0 5.0 1.1 0.23 0.14 0.066 0.38 3.0 1.8 0.69 2.0 0.83 3.00 0.556 1.03 0.00 1.01 59.9 7.20 392 0.00260 19.8 312 77.4 1.38e+04 0.142 117 59.9 8.12 380 0.645 19.5 461 137 3.23e+04 0.283 180
4.1507172489677755 13 10.86675468269262 15.13571337254232 6.0 6.0 6.0 1.6 0.23 0.21 0.067 0.46 5.0 2.3 1.6 2.0 1.3 3.00 0.615 0.923 0.00 0.961 85.1 11.6 757 0.294 27.5 115 28.8 2.19e+03 0.0567 46.8 85.1 17.0 934 0.639 30.6 461 87.4 2.36e+04 0.105 154
5.1507172489677755 16 9.5415980482955 16.484103027537454 7.0 7.0 7.0 2.0 0.24 0.26 0.052 0.51 6.0 2.9 2.3 3.0 1.5 3.00 0.750 1.13 0.00 1.06 85.1 11.4 609 0.513 24.7 86.4 22.9 1.50e+03 0.0933 38.7 145 28.6 1.88e+03 2.82 43.3 461 82.5 2.16e+04 0.737 147
6.1507172489677755 21 9.028942994438829 18.18312471417294 8.0 8.0 8.0 2.7 0.25 0.34 0.066 0.59 8.0 3.3 4.4 3.0 2.1 4.00 0.714 1.31 0.00 1.15 131 21.5 1.43e+03 0.775 37.8 89.5 17.0 824 0.807 28.7 161 40.3 3.03e+03 4.69 55.0 461 67.6 1.74e+04 1.61 132
7.1507172489677755 24 9.261355323770506 19.228151887158052 8.0 8.0 8.0 3.0 0.25 0.39 0.064 0.63 8.0 3.6 5.0 3.0 2.2 4.00 0.833 1.62 0.00 1.27 273 41.3 5.92e+03 2.75 76.9 74.3 13.7 625 0.795 25.0 290 77.8 9.56e+03 14.0 97.8 461 60.5 1.59e+04 1.34 126
8.150717248967776 29 10.218507026888787 20.724008703566486 8.0 8.0 8.0 3.7 0.26 0.48 0.076 0.69 9.0 3.9 5.6 4.0 2.4 5.00 0.828 1.79 0.00 1.34 577 71.3 1.82e+04 4.69 135 65.4 10.7 393 0.776 19.8 593 137 3.40e+04 32.9 184 461 50.2 1.36e+04 1.06 116
9.150717248967776 33 10.388490885133127 22.256737986627797 8.0 8.0 8.0 4.2 0.27 0.55 0.084 0.74 9.0 4.0 5.1 4.0 2.3 5.00 0.909 1.65 0.00 1.28 635 118 3.65e+04 13.6 191 57.6 9.37 268 0.785 16.4 1.12e+03 241 8.87e+04 99.6 298 461 46.0 1.17e+04 0.959 108
10.150717248967776 37 9.785751018308083 23.67841422255844 8.0 8.0 8.0 4.7 0.27 0.61 0.093 0.78 9.0 4.3 5.4 4.0 2.3 5.00 0.892 1.60 0.00 1.26 635 142 3.83e+04 32.9 196 57.6 9.30 226 1.52 15.0 1.29e+03 383 2.19e+05 142 468 461 43.4 1.06e+04 2.97 103
11.150717248967776 38 9.774578242849833 24.190216178473587 9.0 9.0 9.0 4.8 0.27 0.63 0.095 0.79 9.0 4.2 5.5 4.0 2.3 5.00 0.947 1.56 0.500 1.25 635 143 3.73e+04 41.3 193 57.6 9.07 217 2.08 14.7 2.11e+03 492 4.36e+05 157 660 461 42.8 1.03e+04 4.87 102
12.150717248967776 40 9.808035579302569 24.55919152646974 9.0 9.0 9.0 5.1 0.28 0.67 0.083 0.82 9.0 4.7 6.1 4.5 2.5 5.00 0.925 1.56 0.00 1.25 635 150 3.70e+04 54.8 192 57.6 8.95 211 3.43 14.5 3.45e+03 617 8.19e+05 176 905 461 41.3 9.89e+03 4.15 99.5
13.150717248967776 40 9.808035579302569 24.55919152646974 9.0 9.0 9.0 5.1 0.28 0.67 0.083 0.82 9.0 4.7 6.1 4.5 2.5 5.00 0.975 1.51 1.00 1.23 635 150 3.70e+04 54.8 192 57.6 8.15 206 1.32 14.4 4.76e+03 764 1.42e+06 176 1.19e+03 461 40.8 9.91e+03 3.11 99.6
14.150717248967776 41 9.92132276411981 24.715607911902445 9.0 9.0 9.0 5.2 0.28 0.68 0.085 0.83 9.0 4.9 6.3 5.0 2.5 5.00 0.976 1.67 0.00 1.29 635 155 3.68e+04 59.9 192 57.6 8.26 214 1.12 14.6 5.68e+03 848 2.04e+06 189 1.43e+03 461 39.6 9.74e+03 1.84 98.7
15.150717248967776 42 9.85368434845904 25.01552960448396 9.0 9.0 9.0 5.3 0.28 0.70 0.087 0.84 9.0 5.1 6.9 5.0 2.6 5.00 0.952 1.75 0.00 1.32 635 163 3.89e+04 72.5 197 57.6 8.52 209 1.63 14.5 5.68e+03 899 2.38e+06 259 1.54e+03 461 39.3 9.49e+03 2.71 97.4
16.150717248967776 42 9.85368434845904 25.01552960448396 9.0 9.0 9.0 5.3 0.28 0.70 0.087 0.84 9.0 5.1 6.9 5.0 2.6 5.00 0.976 1.63 0.500 1.28 635 163 3.89e+04 72.5 197 57.6 8.06 186 3.80 13.6 6.60e+03 917 2.44e+06 350 1.56e+03 461 39.2 9.43e+03 4.51 97.1
