#####################################################################
# Alchemist log file - simulation started at: 2025-02-18T10:43+0000 #
#####################################################################
#
# maxResource = 107.29315341009715, maxSuccess = 703.3465837506624, resourceLowerBound = 1.4774353311547648, seed = 0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.15071724896777527 2 10.838818788808283 12.355076015661108 1.0 1.0 1.0 0.25 0.25 0.0 0.25 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00262 0.00262 0.00 0.00262 0.00 NaN NaN NaN NaN NaN 0.00262 0.00262 0.00 0.00262 0.00 107 107 0.00 107 0.00
1.1507172489677753 3 12.042887435945753 10.810783570618538 2.0 2.0 2.0 0.38 0.24 0.040 0.24 0.20 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.177 0.0606 0.0101 0.00262 0.100 0.00 0.00 0.00 0.00 0.00 0.179 0.178 2.29e-06 0.179 0.00151 107 71.5 3.84e+03 107 61.9
2.1507172489677755 6 11.631637971901426 11.642975278864434 4.0 4.0 4.0 0.76 0.23 0.092 0.10 0.30 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 4.26 0.741 2.98 0.00262 1.73 54.4 27.0 974 26.8 31.2 4.26 0.800 2.89 0.178 1.70 107 53.8 2.30e+03 54.0 48.0
3.1507172489677755 9 10.607407799494988 13.243854984371177 5.0 5.0 5.0 1.1 0.23 0.14 0.066 0.38 3.0 1.8 0.69 2.0 0.83 3.00 0.556 1.03 0.00 1.01 62.4 7.50 426 0.00271 20.6 72.6 18.0 747 0.0330 27.3 62.4 8.47 413 0.673 20.3 107 31.9 1.75e+03 0.0660 41.8
4.1507172489677755 13 10.86675468269262 15.13571337254232 6.0 6.0 6.0 1.6 0.23 0.21 0.067 0.46 5.0 2.3 1.6 2.0 1.3 3.00 0.615 0.923 0.00 0.961 88.7 12.1 822 0.306 28.7 26.8 6.71 119 0.0132 10.9 88.7 17.7 1.02e+03 0.666 31.9 107 20.4 1.28e+03 0.0245 35.7
5.1507172489677755 16 9.5415980482955 16.484103027537454 7.0 7.0 7.0 2.0 0.24 0.26 0.052 0.51 6.0 2.9 2.3 3.0 1.5 3.00 0.750 1.13 0.00 1.06 88.7 11.9 662 0.535 25.7 20.1 5.34 81.1 0.0217 9.01 151 29.8 2.04e+03 2.94 45.2 107 19.2 1.17e+03 0.171 34.2
6.1507172489677755 21 9.028942994438829 18.18312471417294 8.0 8.0 8.0 2.7 0.25 0.34 0.066 0.59 8.0 3.3 4.4 3.0 2.1 4.00 0.714 1.31 0.00 1.15 137 22.4 1.56e+03 0.808 39.5 20.8 3.96 44.6 0.188 6.68 168 42.0 3.29e+03 4.89 57.4 107 15.7 945 0.374 30.7
7.1507172489677755 24 9.261355323770506 19.228151887158052 8.0 8.0 8.0 3.0 0.25 0.39 0.064 0.63 8.0 3.6 5.0 3.0 2.2 4.00 0.833 1.62 0.00 1.27 285 43.1 6.44e+03 2.87 80.2 17.3 3.19 33.9 0.185 5.82 302 81.1 1.04e+04 14.6 102 107 14.1 862 0.311 29.4
8.150717248967776 28 10.100738047907317 20.362720408773292 8.0 8.0 8.0 3.5 0.26 0.46 0.075 0.68 9.0 3.9 5.3 4.0 2.3 5.00 0.857 1.83 0.00 1.35 602 63.2 1.68e+04 4.58 130 15.2 2.58 21.9 0.181 4.68 618 134 3.60e+04 24.5 190 107 12.1 757 0.272 27.5
9.150717248967776 32 10.344478645159452 21.839265251966747 8.0 8.0 8.0 4.0 0.27 0.53 0.081 0.73 9.0 3.9 5.1 4.0 2.3 5.00 0.906 1.70 0.00 1.30 602 110 3.51e+04 13.6 187 13.4 2.25 16.2 0.142 4.02 1.17e+03 229 9.08e+04 96.7 301 107 10.9 655 0.198 25.6
10.150717248967776 36 9.953732747690232 23.204167738060093 8.0 8.0 8.0 4.6 0.27 0.60 0.090 0.77 9.0 4.1 4.6 4.0 2.2 5.00 0.889 1.53 0.500 1.24 602 124 3.43e+04 24.5 185 13.4 2.09 12.1 0.353 3.47 1.35e+03 355 2.14e+05 107 462 107 10.2 587 0.698 24.2
11.150717248967776 37 9.757023799391277 23.714296667284753 9.0 9.0 9.0 4.7 0.27 0.61 0.093 0.78 9.0 4.1 4.5 4.0 2.1 5.00 0.946 1.55 1.00 1.25 602 123 3.33e+04 34.3 183 13.4 2.38 12.7 1.24 3.56 1.94e+03 438 3.69e+05 104 607 107 10.5 571 1.74 23.9
12.150717248967776 38 9.524738915104367 23.955521898794018 9.0 9.0 9.0 4.8 0.27 0.63 0.095 0.79 9.0 4.1 4.3 4.0 2.1 5.00 0.947 1.51 1.00 1.23 602 123 3.24e+04 43.1 180 13.4 2.17 12.5 0.596 3.53 3.00e+03 537 6.50e+05 107 806 107 10.0 561 0.972 23.7
13.150717248967776 39 9.652873445296333 24.087067814695736 9.0 9.0 9.0 4.9 0.27 0.65 0.089 0.81 9.0 4.4 4.7 4.0 2.2 5.00 0.949 1.47 1.00 1.21 602 126 3.19e+04 51.9 179 13.4 2.12 12.3 0.480 3.51 4.19e+03 633 1.08e+06 124 1.04e+03 107 9.75 548 0.850 23.4
14.150717248967776 40 9.616524198918265 24.38773669111601 9.0 9.0 9.0 5.1 0.28 0.67 0.083 0.82 9.0 4.5 4.6 4.0 2.1 5.00 0.950 1.48 1.00 1.22 643 138 3.78e+04 57.2 194 13.4 2.01 11.9 0.564 3.45 4.63e+03 713 1.50e+06 136 1.23e+03 107 9.46 536 0.714 23.2
15.150717248967776 40 9.616524198918265 24.38773669111601 9.0 9.0 9.0 5.1 0.28 0.67 0.083 0.82 9.0 4.5 4.6 4.0 2.1 5.00 0.975 1.51 1.00 1.23 643 138 3.78e+04 57.2 194 13.4 2.07 12.4 0.407 3.52 4.64e+03 774 1.67e+06 154 1.29e+03 107 9.46 537 0.823 23.2
