#####################################################################
# Alchemist log file - simulation started at: 2025-02-17T17:17+0000 #
#####################################################################
#
# maxResource = 439.60831986828, maxSuccess = 714.117080848288, resourceLowerBound = 5.237594242495435, seed = 8
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.42224729628171587 2 9.647720182160068 12.475055338763694 1.0 1.0 1.0 0.57 0.57 0.0 0.57 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00266 0.00266 0.00 0.00266 0.00 NaN NaN NaN NaN NaN 0.00266 0.00266 0.00 0.00266 0.00 440 440 0.00 440 0.00
1.4222472962817159 3 10.716001816362109 10.281222627161489 2.0 2.0 2.0 0.86 0.48 0.29 0.48 0.54 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.228 0.0777 0.0169 0.00266 0.130 0.00 0.00 0.00 0.00 0.00 0.231 0.230 2.36e-06 0.231 0.00154 440 293 6.44e+04 440 254
2.422247296281716 6 11.365377611742959 9.728036174037122 4.0 4.0 4.0 1.7 0.41 0.54 0.087 0.73 3.0 2.0 0.80 2.0 0.89 2.00 0.667 1.07 0.00 1.03 6.19 1.07 6.31 0.00266 2.51 222 111 1.63e+04 110 128 6.19 1.15 6.13 0.229 2.48 440 220 3.87e+04 221 197
3.422247296281716 9 11.641653478166212 10.552340898034673 5.0 5.0 5.0 2.6 0.41 0.78 0.060 0.88 5.0 2.9 1.4 3.0 1.2 3.00 0.556 1.03 0.00 1.01 73.5 8.89 592 0.00266 24.3 296 73.7 1.25e+04 0.0171 112 73.5 10.3 572 0.00406 23.9 440 131 2.94e+04 0.0342 171
4.422247296281716 12 10.902576298160364 13.083952800947563 6.0 6.0 6.0 3.4 0.41 1.0 0.080 1.0 5.0 3.0 1.5 3.0 1.2 4.00 0.750 1.48 0.00 1.22 91.4 18.8 1.14e+03 0.00664 33.7 110 30.0 2.63e+03 0.000369 51.3 91.4 26.0 1.37e+03 3.22 37.0 440 91.6 2.38e+04 0.000713 154
5.422247296281716 17 11.04801814838016 16.15926321783425 7.0 7.0 7.0 4.9 0.41 1.4 0.078 1.2 5.0 2.9 2.1 3.0 1.4 5.00 0.706 1.72 0.00 1.31 368 37.7 8.04e+03 1.84 89.7 117 22.0 1.37e+03 0.000564 37.0 368 60.0 9.01e+03 13.0 94.9 440 72.2 1.86e+04 0.000793 136
6.422247296281716 21 10.321430857462609 18.63227974241563 7.0 7.0 7.0 6.0 0.42 1.8 0.081 1.3 6.0 3.1 2.2 3.0 1.5 5.00 0.762 1.69 0.00 1.30 368 67.8 1.31e+04 9.45 114 122 18.3 1.03e+03 1.68 32.1 533 115 2.28e+04 21.6 151 440 64.1 1.62e+04 3.31 127
7.422247296281716 24 10.844113632241218 20.133805187919613 8.0 8.0 8.0 6.9 0.42 2.0 0.090 1.4 6.0 3.4 2.4 3.0 1.6 5.00 0.875 1.77 0.00 1.33 368 85.3 1.52e+04 12.0 123 122 12.3 808 0.632 28.4 778 194 5.44e+04 137 233 440 55.2 1.49e+04 0.638 122
8.422247296281716 28 10.285350861887297 21.299547620174646 8.0 8.0 8.0 8.0 0.42 2.3 0.075 1.5 7.0 3.9 4.1 3.0 2.0 5.00 0.821 1.56 0.00 1.25 632 120 3.27e+04 17.3 181 122 12.9 682 1.56 26.1 1.64e+03 303 1.55e+05 172 393 440 50.3 1.26e+04 1.69 112
9.422247296281716 30 10.27213189179201 21.853623796330016 8.0 8.0 8.0 8.6 0.42 2.5 0.071 1.6 8.0 4.3 5.2 4.0 2.3 5.00 0.900 1.68 0.00 1.30 632 135 3.74e+04 36.9 193 122 11.7 635 1.19 25.2 2.05e+03 413 2.81e+05 182 530 440 47.6 1.20e+04 1.79 109
10.422247296281716 34 10.323380188111035 23.011946989271244 9.0 9.0 9.0 9.7 0.43 2.8 0.068 1.7 9.0 4.8 6.9 5.0 2.6 5.00 0.853 1.83 0.00 1.35 632 149 4.08e+04 53.4 202 122 10.5 512 0.955 22.6 2.86e+03 526 5.68e+05 182 753 440 43.4 1.07e+04 1.49 104
11.422247296281716 36 10.558643625878883 23.718405558761173 9.0 9.0 9.0 10 0.43 3.0 0.059 1.7 9.0 4.8 7.1 5.0 2.7 5.00 0.944 2.11 0.00 1.45 632 152 3.88e+04 64.0 197 122 9.32 482 0.857 21.9 3.44e+03 621 8.41e+05 246 917 440 40.9 1.04e+04 1.29 102
12.422247296281716 38 10.813458417989487 24.18211917333801 9.0 9.0 9.0 11 0.43 3.2 0.059 1.8 10 5.3 7.8 5.0 2.8 6.00 0.921 2.18 0.00 1.48 632 163 4.03e+04 74.4 201 122 10.6 507 1.26 22.5 4.19e+03 713 1.33e+06 231 1.15e+03 440 41.5 9.94e+03 3.17 99.7
13.422247296281716 41 10.855800339998032 25.149526066503125 9.0 9.0 9.0 12 0.43 3.4 0.064 1.8 10 5.2 8.0 5.0 2.8 6.00 0.902 2.24 0.00 1.50 632 169 3.77e+04 81.8 194 122 9.01 420 3.20 20.5 4.76e+03 750 1.58e+06 248 1.26e+03 440 37.9 9.35e+03 3.60 96.7
