#####################################################################
# Alchemist log file - simulation started at: 2025-02-17T17:16+0000 #
#####################################################################
#
# maxResource = 346.4232970614836, maxSuccess = 705.252725748501, resourceLowerBound = 3.98562581794402, seed = 6
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.06460426246408058 2 12.213138034071047 8.837236033346347 1.0 1.0 1.0 0.19 0.19 0.0 0.19 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00263 0.00263 0.00 0.00263 0.00 NaN NaN NaN NaN NaN 0.00263 0.00263 0.00 0.00263 0.00 346 346 0.00 346 0.00
1.0646042624640806 3 11.790261580336148 10.861484014304194 2.0 2.0 2.0 0.29 0.19 0.020 0.19 0.14 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00263 0.00180 2.04e-06 0.00263 0.00143 0.00 0.00 0.00 0.00 0.00 0.00278 0.00191 2.30e-06 0.00278 0.00152 346 231 4.00e+04 346 200
2.064604262464081 6 11.42020274011272 11.89909274623801 4.0 4.0 4.0 0.58 0.20 0.050 0.11 0.22 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 6.95 1.20 7.96 0.00336 2.82 3.10e+03 817 2.31e+06 86.6 1.52e+03 6.95 1.27 7.77 0.218 2.79 3.10e+03 660 1.45e+06 260 1.20e+03
3.064604262464081 9 9.65932448712616 12.562259234802353 4.0 4.0 4.0 0.87 0.20 0.081 0.080 0.28 4.0 2.7 1.5 3.0 1.2 3.00 0.556 1.03 0.00 1.01 6.95 1.07 5.39 0.00409 2.32 234 58.1 7.75e+03 0.0831 88.1 7.18 2.64 11.7 0.204 3.42 346 103 1.82e+04 0.166 135
4.064604262464081 12 10.004355425380684 13.9516060435919 5.0 5.0 5.0 1.2 0.21 0.11 0.058 0.33 5.0 2.7 2.1 2.0 1.4 4.00 0.750 1.48 0.00 1.22 6.99 1.52 7.01 0.139 2.65 86.6 17.7 1.01e+03 0.00212 31.8 9.61 3.11 15.7 0.901 3.96 346 65.0 1.42e+04 0.0406 119
5.064604262464081 12 10.004355425380684 13.9516060435919 5.0 5.0 5.0 1.2 0.21 0.11 0.058 0.33 5.0 2.7 2.1 2.0 1.4 4.00 1.08 1.72 1.00 1.31 6.99 1.52 7.01 0.139 2.65 67.8 6.50 414 0.00337 20.3 27.7 6.81 80.5 2.71 8.97 346 52.1 1.46e+04 0.0340 121
6.064604262464081 14 9.836065337304987 13.730820150551157 5.0 5.0 5.0 1.4 0.22 0.13 0.068 0.36 6.0 3.3 3.5 3.0 1.9 4.00 0.786 1.26 0.500 1.12 6.99 1.31 6.22 0.0651 2.49 60.0 12.4 526 0.422 22.9 18.3 4.50 48.8 0.182 6.98 346 48.4 1.01e+04 0.633 101
7.064604262464081 18 9.124236454050719 15.799989353098871 6.0 6.0 6.0 1.7 0.23 0.17 0.087 0.41 6.0 3.1 3.5 2.5 1.9 5.00 0.778 1.71 0.00 1.31 80.5 8.26 419 0.210 20.5 68.2 11.3 453 0.0322 21.3 80.5 10.8 417 1.07 20.4 346 44.8 1.00e+04 0.354 100
8.06460426246408 20 8.884483948838698 17.025051457241165 6.0 6.0 6.0 1.9 0.23 0.19 0.097 0.44 6.0 3.1 3.1 3.0 1.8 5.00 0.900 1.67 0.500 1.29 391 31.3 7.84e+03 0.383 88.6 98.1 14.6 796 2.29 28.2 391 49.0 8.15e+03 5.07 90.3 346 49.1 1.00e+04 3.35 100
9.06460426246408 25 9.443515353820072 18.764258596481174 7.0 7.0 7.0 2.4 0.24 0.24 0.11 0.49 7.0 3.8 3.3 4.0 1.8 5.00 0.760 1.44 0.00 1.20 391 45.0 8.49e+03 2.23 92.1 71.9 11.9 440 0.455 21.0 471 83.3 1.54e+04 41.4 124 346 42.4 8.53e+03 0.802 92.4
10.06460426246408 27 9.139569233921302 19.48404881617805 7.0 7.0 7.0 2.6 0.24 0.26 0.12 0.51 7.0 3.9 3.0 4.0 1.7 5.00 0.926 1.69 0.00 1.30 552 62.8 1.74e+04 2.50 132 65.9 8.83 345 0.132 18.6 629 170 5.46e+04 57.1 234 346 40.1 8.41e+03 0.265 91.7
11.06460426246408 30 8.784860772514609 20.635246262783866 8.0 8.0 8.0 2.9 0.25 0.30 0.10 0.54 7.0 3.9 2.9 4.0 1.7 5.00 0.867 1.64 0.00 1.28 552 76.9 1.96e+04 6.97 140 64.3 9.87 313 0.918 17.7 943 216 8.06e+04 76.2 284 346 38.7 7.44e+03 1.75 86.2
12.06460426246408 36 9.119858625536564 22.560506744811264 9.0 9.0 9.0 3.5 0.26 0.36 0.095 0.60 7.0 3.9 2.8 4.0 1.7 5.00 0.806 1.53 0.00 1.24 552 93.2 2.38e+04 10.4 154 66.0 8.25 253 0.359 15.9 1.30e+03 275 1.54e+05 78.4 392 346 32.4 6.28e+03 0.628 79.2
13.06460426246408 38 9.18509885602877 23.37957455766371 9.0 9.0 9.0 3.7 0.26 0.38 0.086 0.62 7.0 3.9 2.7 4.0 1.6 5.00 0.921 1.53 0.00 1.24 610 109 2.96e+04 15.5 172 70.1 7.79 271 3.06 16.5 1.71e+03 369 2.81e+05 134 530 346 31.3 6.16e+03 4.22 78.5
14.06460426246408 40 9.027206848429895 23.750866169342594 9.0 9.0 9.0 3.9 0.26 0.40 0.090 0.63 7.0 4.1 2.6 4.0 1.6 5.00 0.925 1.51 0.500 1.23 610 112 2.83e+04 19.0 168 60.4 7.07 223 1.89 14.9 2.43e+03 437 4.72e+05 162 687 346 29.3 5.62e+03 2.11 74.9
15.06460426246408 40 9.027206848429895 23.750866169342594 9.0 9.0 9.0 3.9 0.26 0.40 0.090 0.63 7.0 4.1 2.6 4.0 1.6 5.00 1.00 1.44 1.00 1.20 610 112 2.83e+04 19.0 168 63.2 7.15 233 2.58 15.3 3.75e+03 515 7.63e+05 175 874 346 29.8 5.69e+03 3.47 75.4
16.06460426246408 41 9.046920415294965 24.085315266907443 9.0 9.0 9.0 4.0 0.26 0.41 0.092 0.64 7.0 4.1 2.6 4.0 1.6 5.00 0.976 1.47 1.00 1.21 624 124 3.40e+04 19.1 185 64.5 6.71 206 1.82 14.3 4.02e+03 622 1.19e+06 185 1.09e+03 346 29.6 5.66e+03 2.19 75.3
17.06460426246408 43 8.995944260389367 24.810078561588217 9.0 9.0 9.0 4.2 0.26 0.43 0.097 0.66 7.0 4.2 2.5 4.0 1.6 5.00 0.930 1.35 1.00 1.16 624 129 3.31e+04 31.3 182 68.0 6.80 218 1.35 14.8 4.76e+03 727 1.78e+06 185 1.34e+03 346 28.5 5.57e+03 1.80 74.6
18.06460426246408 43 8.995944260389367 24.810078561588217 9.0 9.0 9.0 4.2 0.26 0.43 0.097 0.66 7.0 4.2 2.5 4.0 1.6 5.00 1.02 1.31 1.00 1.14 624 129 3.31e+04 31.3 182 70.8 6.54 229 1.39 15.1 5.02e+03 767 1.88e+06 185 1.37e+03 346 28.3 5.66e+03 1.88 75.2
19.06460426246408 43 8.995944260389367 24.810078561588217 9.0 9.0 9.0 4.2 0.26 0.43 0.097 0.66 7.0 4.2 2.5 4.0 1.6 5.00 0.977 1.36 1.00 1.16 624 129 3.31e+04 31.3 182 68.7 6.84 218 1.59 14.8 5.03e+03 787 1.91e+06 185 1.38e+03 346 28.5 5.56e+03 2.57 74.6
20.06460426246408 43 8.995944260389367 24.810078561588217 9.0 9.0 9.0 4.2 0.26 0.43 0.097 0.66 7.0 4.2 2.5 4.0 1.6 5.00 0.977 1.36 1.00 1.16 624 129 3.31e+04 31.3 182 67.1 6.82 210 1.71 14.5 5.10e+03 802 2.03e+06 185 1.43e+03 346 28.5 5.50e+03 3.05 74.2
21.06460426246408 44 9.1259927756608 24.83038463171026 9.0 9.0 9.0 4.3 0.26 0.45 0.099 0.67 7.0 4.3 2.7 5.0 1.6 5.00 0.955 1.35 1.00 1.16 624 128 3.24e+04 36.4 180 67.3 6.73 207 1.61 14.4 5.39e+03 809 2.19e+06 175 1.48e+03 346 28.0 5.40e+03 2.81 73.5
22.06460426246408 44 9.1259927756608 24.83038463171026 9.0 9.0 9.0 4.3 0.26 0.45 0.099 0.67 7.0 4.3 2.7 5.0 1.6 5.00 1.00 1.40 1.00 1.18 624 128 3.24e+04 36.4 180 67.8 6.56 210 1.49 14.5 5.97e+03 844 2.47e+06 175 1.57e+03 346 27.9 5.42e+03 2.93 73.6
23.06460426246408 44 9.1259927756608 24.83038463171026 9.0 9.0 9.0 4.3 0.26 0.45 0.099 0.67 7.0 4.3 2.7 5.0 1.6 5.00 0.977 1.37 1.00 1.17 624 128 3.24e+04 36.4 180 66.8 6.67 204 1.60 14.3 5.54e+03 814 2.21e+06 175 1.49e+03 346 28.0 5.37e+03 3.20 73.3
24.06460426246408 44 9.1259927756608 24.83038463171026 9.0 9.0 9.0 4.3 0.26 0.45 0.099 0.67 7.0 4.3 2.7 5.0 1.6 5.00 0.977 1.37 1.00 1.17 624 128 3.24e+04 36.4 180 66.0 6.72 201 1.53 14.2 5.70e+03 823 2.30e+06 175 1.52e+03 346 28.1 5.34e+03 3.26 73.1
