#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T10:10+0000 #
#####################################################################
#
# seed = 6.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.06460426246408058 2 12.213138034071047 8.837236033346347 1.0 1.0 1.0 0.19 0.19 0.0 0.19 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00268 0.00268 0.00 0.00268 0.00 NaN NaN NaN NaN NaN 0.00268 0.00268 0.00 0.00268 0.00 274 274 0.00 274 0.00
1.0646042624640806 3 11.790261580336148 10.861484014304194 2.0 2.0 2.0 0.29 0.19 0.020 0.19 0.14 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00268 0.00184 2.12e-06 0.00268 0.00146 0.00 0.00 0.00 0.00 0.00 0.00284 0.00195 2.40e-06 0.00284 0.00155 274 183 2.51e+04 274 158
2.064604262464081 6 11.42020274011272 11.89909274623801 4.0 4.0 4.0 0.58 0.20 0.050 0.11 0.22 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 7.10 1.22 8.29 0.00343 2.88 2.45e+03 647 1.45e+06 68.5 1.20e+03 7.10 1.29 8.09 0.222 2.84 2.45e+03 523 9.07e+05 206 952
3.064604262464081 9 9.65932448712616 12.562259234802353 4.0 4.0 4.0 0.87 0.20 0.081 0.080 0.28 4.0 2.7 1.5 3.0 1.2 3.00 0.556 1.03 0.00 1.01 7.10 1.09 5.62 0.00418 2.37 185 46.0 4.86e+03 0.0658 69.7 7.32 2.69 12.2 0.208 3.49 274 81.5 1.14e+04 0.132 107
4.064604262464081 12 10.004355425380684 13.9516060435919 5.0 5.0 5.0 1.2 0.21 0.11 0.058 0.33 5.0 2.7 2.1 2.0 1.4 4.00 0.750 1.48 0.00 1.22 7.14 1.55 7.29 0.142 2.70 68.5 14.0 634 0.00168 25.2 9.80 3.17 16.3 0.919 4.04 274 51.4 8.87e+03 0.0321 94.2
5.064604262464081 12 10.004355425380684 13.9516060435919 5.0 5.0 5.0 1.2 0.21 0.11 0.058 0.33 5.0 2.7 2.1 2.0 1.4 4.00 1.08 1.72 1.00 1.31 7.14 1.55 7.29 0.142 2.70 53.6 5.14 259 0.00267 16.1 28.2 6.95 83.8 2.77 9.15 274 41.2 9.17e+03 0.0269 95.7
6.064604262464081 14 9.836065337304987 13.730820150551157 5.0 5.0 5.0 1.4 0.22 0.13 0.068 0.36 6.0 3.3 3.5 3.0 1.9 4.00 0.786 1.26 0.500 1.12 7.14 1.34 6.48 0.0664 2.54 47.5 9.80 330 0.334 18.2 18.6 4.59 50.8 0.186 7.12 274 38.3 6.33e+03 0.501 79.6
7.064604262464081 18 9.124236454050719 15.799989353098871 6.0 6.0 6.0 1.7 0.23 0.17 0.087 0.41 6.0 3.1 3.5 2.5 1.9 5.00 0.778 1.71 0.00 1.31 82.1 8.43 437 0.214 20.9 54.0 8.95 284 0.0255 16.9 82.1 11.0 434 1.10 20.8 274 35.5 6.27e+03 0.280 79.2
8.06460426246408 20 8.884483948838698 17.025051457241165 6.0 6.0 6.0 1.9 0.23 0.19 0.097 0.44 6.0 3.1 3.1 3.0 1.8 5.00 0.900 1.67 0.500 1.29 399 32.0 8.17e+03 0.390 90.4 77.7 11.6 499 1.81 22.3 399 50.0 8.48e+03 5.18 92.1 274 38.9 6.28e+03 2.65 79.2
9.06460426246408 25 9.443515353820072 18.764258596481174 7.0 7.0 7.0 2.4 0.24 0.24 0.11 0.49 7.0 3.8 3.3 4.0 1.8 5.00 0.760 1.44 0.00 1.20 399 45.9 8.83e+03 2.27 94.0 56.9 9.43 275 0.360 16.6 481 84.9 1.61e+04 42.2 127 274 33.6 5.35e+03 0.635 73.1
